,tweet_id,q1_label,q2_label,q3_label,q4_label,q5_label,q6_label,q7_label,tweet_content
557,1368712542726488064,no,,,,,no_not_harmful,no_not_interesting,"This is funny, honest and informative. Between Us, About Us is a campaign designed to dispel misinformation and provide accessible facts about COVID-19 vaccines from Black health care professionals. 
Learn more: https://t.co/r5nHj9pi2r​
Watch the video: https://t.co/Tqh7gzWKoD"
558,1368652674820841472,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,RT @arimoto_kaori: 嘘つき都知事のせいで、８時閉店という非科学的な事態がまだまだ続く東京。 https://t.co/fa5rkrK61E
559,1368633449670733824,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6,unusable tweet found
560,1368624135241412608,yes,3_not_sure,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6,unusable tweet found
561,1368614426551717888,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
562,1368592952625422336,no,,,,,no_not_harmful,no_not_interesting,This all has to hurt https://t.co/lDF26JyKfS
563,1368571300000768000,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
564,1368564877367926784,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
565,1368538322214268928,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
566,1368509094911479808,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
567,1368439521897947136,no,,,,,no_not_harmful,no_not_interesting,"Day 52 of https://t.co/JrD5mb4TAN and I have the update baton.

It's been a busy few days, but we still did the same thing we do every day: call hundreds of medical professionals to confirm ground truth about the availability of the covid-19 vaccines.

Lots of work starting: https://t.co/RZtBmAvAjJ"
568,1368353802303209472,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
569,1368330602731212800,no,,,,,no_not_harmful,no_not_interesting,"RT @LucioQuincioC: Richard Peñalver...     Lleva a sus hijos al Club de baloncesto del Puerto de la Cruz en Tenerife, tiene asilo y su muje…"
570,1368330212698714112,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
571,1368294182201270272,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
572,1368263960353472512,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
573,1368255068663934720,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
574,1368237710108950528,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
575,1368226126141792256,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
576,1368092224462987264,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
577,1368018637139963904,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
578,1367965346888511488,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
579,1367959959867174912,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
580,1367952895929356288,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
581,1367944037668425728,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
582,1367922950272409600,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
583,1367907687812448256,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
584,1367650374803357696,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
585,1367069419692679168,no,,,,,no_not_harmful,no_not_interesting,"China’s rival India is using its strength as the world’s biggest maker of vaccines for various diseases to improve regional ties during the pandemic by providing COVID-19 vaccines to a range of countries, pushing back against Beijing’s political and economic in Asia."
586,1366662353627057920,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
587,1366460224878608384,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
588,1366308476771856384,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
589,1365621458316230656,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
590,1365378210012266496,no,,,,,no_not_harmful,no_not_interesting,"Today our Office of Community Relations provided residents at the Cameron Grove Senior Facility with information about COVID-19 vaccines, and assisted them with pre-registering for the vaccine. #PrinceGeorgesProud #ProudtobeProtected https://t.co/Na8bmdRHmI"
591,1365346135368466432,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"New, evolving coronavirus variants that are potentially more infectious and may be resistant to Covid-19 vaccines are raising concerns about the ability to fight the virus https://t.co/V2G32QTfNh"
592,1363935903660584704,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
593,1362944679805935616,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_panic,yes_classified_as_in_question_6,unusable tweet found
594,1360257389384110080,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
595,1370990576997265408,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
596,1370987871738368000,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
597,1370961610735456256,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,yes_blame_authorities,unusable tweet found
598,1370927884177600512,no,,,,,no_not_harmful,no_not_interesting,"@theage @TGAgovau Urgent Open Letter from Doctors &amp; Scientists to European Medicines Agency regarding COVID-19 Vaccine Safety Concerns

“demand that approval for use of the gene-based vaccines be withdrawn until all the [outlined] issues have been properly addressed“

https://t.co/ONtFvlwcV5 https://t.co/SumspQfapz"
599,1370889410489761536,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
600,1370872472032182272,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
601,1370871077342220288,no,,,,,no_not_harmful,no_not_interesting,"“..we must recognize that vaccines arriving at international airports—while an important and laudable logistical feat—is only the first step. The job will not be done until these vaccines get into people’s arms.” -Dr Solomon Zewdu, ⁦@gatesfoundation⁩ https://t.co/AIdLU4gXiN"
602,1370842362533007104,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
603,1370812318779641856,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
604,1370774897048367104,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
605,1370759318245621504,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
606,1370738668181331968,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
607,1370733787483619328,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
608,1370733581157367808,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
609,1370711514160762880,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
610,1370674740327714816,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
611,1370629639350054912,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
612,1370615610963501056,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
613,1370601923129265920,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
614,1370542626257072128,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
615,1370506619965046784,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"On Friday, euroAtlantic flew with a @Boeing 777-200ER (CS-TFM) from Beijing to Libreville and transported 100.000 doses of Covid-19 vaccines, landing in the Capital of Gabon at 5:20pm local time. @BoeingAirplanes https://t.co/ixU5QMJbdX"
616,1370491554763206656,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,Memorial Hermann opens COVID-19 vaccines to Houstonians 50 and older https://t.co/INpcWk3h14
617,1370485185666498304,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
618,1370477500686475264,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
619,1370476597468397568,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
620,1370467160716378112,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
621,1370459380198604800,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
622,1370458090135547904,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
623,1370456917227765504,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
624,1370456587622572032,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
625,1370444716173578240,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
626,1370442009006243840,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
627,1370435463228624896,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"#C19 Vaccine Update ⬇

Seniors 80+ can book appointments to receive the #COVID19 vaccine. 

📍ARC expected to open as a clinic end of March 🗓

Book:
💻Online https://t.co/YjcFiRhiPz
☎Call 1-888-444-5113

Learn more ➡ https://t.co/Z4MaHwSNGL

#RollUpYourSleevesDurham https://t.co/d5OMvVBqrg"
628,1370419419751575552,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
629,1370412160153698304,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Montrealers 65 and above can now register for COVID-19 vaccines
https://t.co/X2kPlDPFfU"
630,1370404501086162688,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
631,1370396807121883136,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
632,1370391433698537472,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
633,1370376186782641920,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
634,1370376071703564288,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
635,1370363955114295296,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
636,1370362240445087488,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
637,1370331005635203072,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
638,1370323961138053120,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
639,1370323956591251456,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
640,1370294031050108928,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"President Joe Biden challenged all states and U.S. territories to expand the vaccine eligibility to all adults by Saturday, May 1, on the one-year mark of the World Health Organization declaring the coronavirus pandemic.
#hawaiinews 
https://t.co/QgLg8ItmcV"
641,1370290218117500928,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
642,1370284197009616896,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
643,1370273787229335552,no,,,,,no_not_harmful,no_not_interesting,"COVID-19 vaccines and kidney
disease.
Source: @NatRevNeph 

#CovidVaccine #COVID19 #COVID #nephrology #NephTwitter #MedTwitter #FOAMED #MedEd #NephForward #NephFellows #vaccine https://t.co/d9Z7gtZLAi"
644,1370265074221334528,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
645,1370260649129877504,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
646,1370255345386331904,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
647,1370247269803384832,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
648,1370207920080572416,no,,,,,no_not_harmful,no_not_interesting,"Check out this email update https://t.co/jo7sQq4gZ3 to learn about the ways to get a vaccine, how and when to make an appointment, and more resources including this ""​Vaccines for People with High-Risk Medical Conditions or Disabilities"" fact sheet (https://t.co/wpNWLZXJPf)."
649,1370205611539898368,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
650,1370194099182129152,no,,,,,no_not_harmful,no_not_interesting,The process for approving the COVID-19 vaccines was dramatically faster than for previous vaccines against chicken pox or tetanus. Dr. James Conway addresses some common concerns about the safety and effectiveness of the vaccines. https://t.co/TqziCjRmEi
651,1370162784760078336,no,,,,,no_not_harmful,no_not_interesting,"Great discussion today with me, Dr. Paul Offit, @EricTopol, @DrOnyemaOgbuagu and me on the 1-year anniversary of the date WHO declared @covid19 a pandemic about ""COVID-19 Vaccines and the Return to Life"".@leaps_org and @aspeninstitute 
https://t.co/FDTaAGlf8F"
652,1370138410401300480,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
653,1370132967981510656,no,,,,,no_not_harmful,no_not_interesting,"From Ben Bernanke in 07. 

‘If, on the other hand, the public reacts to a short period of higher-than-expected inflation by marking up their long-run expectation considerably, then expectations are poorly anchored.’ https://t.co/huZnwNWzFj"
654,1370128521637601280,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
655,1370117633962565632,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
656,1370117369696243712,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
657,1370109612469407488,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
658,1370106663500398336,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
659,1370103653357518848,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
660,1370100688877915904,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
661,1370100514675916800,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
662,1370095597856952320,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
663,1370089138263842816,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
664,1370087818790338304,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
665,1370078159136231424,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
666,1370057066790989824,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
667,1370054409481228288,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
668,1370047373012008704,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
669,1370045662314774528,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
670,1370042815904952320,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
671,1370040159803219968,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
672,1370032525750525952,no,,,,,no_not_harmful,no_not_interesting,"#BreakingNews: 

#Denmark, Estonia, Lithuania, Luxembourg and Latvia have just suspended usage of the AstraZeneca #COVID19 vaccine. 

Russia Today/RT report below.

(#News #CoVid_19 #COVID__19 #COVID #Corona #CoronaVirus #Vaccine #Vaccines) 

https://t.co/g9YAPHXUyi"
673,1370027512508473088,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
674,1370026728983265280,no,,,,,no_not_harmful,no_not_interesting,Reliable #IPprotections have been critical in supporting multiple research and development and manufacturing ramp-ups on #COVID19 vaccines and therapeutics. Learn why below. https://t.co/wnhZZIklef
675,1370019446014811904,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
676,1370018160720539648,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
677,1370003753760342016,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Both AstraZeneca and Janssen vaccines will be the first ones to be investigated in our COVID-19 vaccine effectiveness platform COVIDRIVE. 
#COVID19 #vaccine #janssen #covidrive https://t.co/8NrB6gK180"
678,1369973421879275520,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
679,1369966418872184832,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
680,1369966329189515264,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Select pharmacies in #Toronto are booking appointments for AstraZeneca #COVID19 vaccines.

You must:
* be born between 1957 and 1961 (aged 60-64)
* have a valid OHIP card or another form of valid government-issued ID

Visit https://t.co/vvh7nA0b81 for more booking details."
681,1369956800699727872,no,,,,,no_not_harmful,no_not_interesting,"""Posts promoted by Instagram's algorithm include claims that 'Covid isn't real', 'vaccines are unsafe and kill children' and that 'the pandemic is faked to give the government greater control over the population'.""

Our new report, in @DailyMailUK.

https://t.co/zX53dhwMwD"
682,1369923894774177536,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
683,1369900291231997952,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
684,1369894590912753664,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
685,1369875772651966464,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
686,1369854341369245696,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
687,1369849308292464640,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
688,1369834208407871488,no,,,,,no_not_harmful,yes_discusses_cure,unusable tweet found
689,1369821627957923840,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
690,1369799565147320320,no,,,,,no_not_harmful,no_not_interesting,@DavidCornDC We know who to thank for developing the vaccine and it sure wasn't tRUMP! What we also know is that his super spreader events spread the disease faster and politicizing masks made more people needlessly die. https://t.co/o4Efl44Gu4
691,1369793735635181568,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
692,1369784520845778688,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
693,1369765908302925824,no,,,,,no_not_harmful,no_not_interesting,"estou lendo ""Amor Imenso"" https://t.co/C5DYNcLrKI #skoob"
694,1369765256621330432,no,,,,,no_not_harmful,no_not_interesting,"if you haven’t already, sign up for alerts on leftover vaccines with #drb—amazing leadership by @zocdoc founder @CyrusMassoumi with support of other awesome legends like @lulumeservey @flottobrasil @robinberzinmd and @onemedical rounder tom lee

https://t.co/ygRvPUU9iZ"
695,1369753705990549504,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
696,1369752886813413120,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
697,1369743627900096512,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
698,1369739949432598528,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
699,1369738279738691584,yes,4_yes_probably_contains_false_info,4_yes_probably_of_interest,5_yes_definitely_harmful,yes_very_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6,"Please do NOT get the #covidvaccine ... it is not really a vaccine at all, is experimental, and could harm or kill you. it has killed many people already.

Utah woman, 39, dies 4 days after 2nd dose of COVID-19 vaccine; autopsy ordered https://t.co/OrfKHDkOa0"
700,1369735054965014528,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
701,1369734441224921088,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
702,1369731487810035712,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
703,1369724879256354816,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
704,1369718868432871424,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
705,1369711616305094656,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
706,1369703410551898112,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
707,1369700917591732224,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
708,1369699934790942720,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
709,1369698505883873280,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
710,1369690763236433920,no,,,,,no_not_harmful,no_not_interesting,"Immunologist Dr. Satyajit Rath and Newsclick’s Prabir Purkayastha talk about the new variants of COVID-19 that are emerging and the possibilities of developing a single vaccine for the disease

https://t.co/l69gqSAuUY"
711,1369689273356738304,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
712,1369684185103892480,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
713,1369679832003399680,no,,,,,no_not_harmful,no_not_interesting,Texas Medical Center leaders talk COVID-19 vaccines and what pandemic recovery could look like https://t.co/Rj0ShaZXuI
714,1369678945856159488,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
715,1369675964612022272,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
716,1369673250750537728,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
717,1369673175404052480,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
718,1369667224168980480,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
719,1369666629114728448,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
720,1369664450685526016,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
721,1369661847268253696,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
722,1369652214990573568,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
723,1369651812316323840,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
724,1369649994735747072,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
725,1369632916968472320,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
726,1369622439873896448,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
727,1369618607215378432,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
728,1369532082742059008,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"The massive package provides up to $1,400 direct payments to most Americans, extended emergency unemployment benefits and hundreds of billions for COVID-19 vaccines and treatments. https://t.co/HfgwBO3Yp8"
729,1369520398799281920,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
730,1369515336085643264,no,,,,,no_not_harmful,no_not_interesting,@theramblingbard @Gothdaddyslast I can neither confirm or deny that statement at this time.
731,1369501939470327808,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"The PA is relying on a #lockdown strategy as it scrambles to acquire #COVID19 vaccines. So far, only 22,000 vaccines have entered the #Gaza Strip, and another 10,000 have gone to the West Bank.

https://t.co/O0qP0RtAO9"
732,1369485201148153856,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
733,1369484278476775424,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
734,1369483409949614080,no,,,,,no_not_harmful,yes_blame_authorities,unusable tweet found
735,1369482463014047488,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
736,1369465311934742528,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"The National Boards and Ahpra have published a joint statement to help registered health practitioners and students understand what’s expected of them in giving, receiving, advising on and sharing information about COVID-19 vaccines https://t.co/OuLWORmnli"
